 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23
Time(s)/Cell Status, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided
70.09528299999999, -0.01409805, -0.03264198, -0.0008114486, 0.008316457, -0.004269922, -0.01554907, -0.01610535, -0.0212207, -0.007359819, -0.01759088, -0.01734837, -0.02067403, -0.01977905, -0.009532012, -0.005533442, -0.01909196, -0.007649447, -0.0310307, -0.01563502, -0.002982168, -0.007713119, -0.004810928, 0.000640859, -0.002659031
70.14524400000001, -0.01551994, -0.03696288, -0.006365531, 0.01052652, -0.0009091043, -0.01948522, -0.01771598, -0.01435119, -0.01381979, -0.01917168, -0.01492179, -0.01772102, -0.01022175, -0.01151179, -0.004598475, -0.01850565, -0.009878685, -0.02999488, -0.01978626, -0.00485825, 0.001206103, -0.008731241, 0.001787619, -0.002837078
70.195205, -0.0129298, -0.03195269, -0.001953191, 0.00573569, -0.001362977, -0.01311287, -0.01704082, -0.01972942, -0.01332361, -0.01629522, -0.02138761, -0.01582899, -0.02196014, -0.01623519, -0.004535493, -0.01581234, -0.009926358, -0.03442387, -0.01661232, -0.007307469, -0.006423755, -0.009582992, 0.0001450315, -0.003443235
70.245166, -0.01801641, -0.03214533, -0.002228608, 0.008314678, -0.003871785, -0.01877414, -0.02090263, -0.02009381, -0.01310206, -0.02020106, -0.01236963, -0.01380198, -0.01802334, -0.01192263, -0.006750325, -0.01852253, -0.009178308, -0.02748568, -0.02167631, -0.006106407, -0.001561769, -0.01074671, 0.001316234, -0.0004316481
70.29512699999999, -0.01328381, -0.0358458, -0.0062481, 0.002266633, -0.007484399, -0.01936422, -0.02090502, -0.01771829, -0.01067559, -0.01786294, -0.02014347, -0.02158076, -0.01794275, -0.01233616, -0.005745586, -0.01522468, -0.002968804, -0.03263501, -0.01693974, -0.004214695, -0.008788349, -0.006820722, 0.002555111, 0.001206311
70.345088, -0.0203864, -0.03451254, -0.00223392, 0.006897341, 0.0002643496, -0.01519807, -0.0177161, -0.02291133, -0.0119599, -0.01795569, -0.01820408, -0.01803535, -0.009961948, -0.01691742, -0.008206317, -0.01397537, -0.01382892, -0.02919865, -0.01963258, -0.003162965, -0.006767781, -0.008066741, 0.0009097788, -0.003628744
70.395049, -0.01918474, -0.03446748, -0.005431698, 0.005339527, -0.004410541, -0.01972388, -0.02806059, -0.02071001, -0.01177423, -0.02578172, -0.01094527, -0.02480824, -0.01885785, -0.01461054, -0.008978127, -0.01567846, -0.0105593, -0.03867004, -0.01382214, -0.002454059, -0.01262117, -0.01326136, -0.0004562821, -0.006663886
70.44501, -0.01975229, -0.03331973, -0.006473675, 0.005004216, -0.004571281, -0.02145792, -0.02937838, -0.02250891, -0.007840898, -0.02305521, -0.01956004, -0.01840717, -0.01994003, -0.01387172, -0.007200151, -0.01456188, -0.007461561, -0.0314307, -0.01834647, -0.006498408, -0.009663429, -0.007818989, 0.001132023, -0.01483083
70.49497100000001, -0.01824253, -0.04115883, -0.006071188, 0.004446971, -0.003291531, -0.01979603, -0.02138663, -0.02231198, -0.009926325, -0.0193108, -0.02278193, -0.02614244, -0.01486533, -0.01458151, -0.003164628, -0.02036567, -0.007733225, -0.03205136, -0.01350376, -0.007644581, -0.004186357, -0.01175353, -0.002907573, -0.006390125
70.544932, -0.001902858, -0.033602, -0.005089336, 0.003097579, -0.002145922, -0.02068051, -0.014636, -0.02203719, -0.01053396, -0.01825381, -0.02350982, -0.01982505, -0.01447917, -0.01357365, -0.007712311, -0.01196443, -0.01352634, -0.03729894, -0.02111926, -0.006654112, -0.003962308, -0.006676943, -0.0001875554, -0.003899093
70.594893, 0.00583411, -0.03052085, -0.003216325, 0.002398986, -0.003413525, -0.01756989, -0.009658054, -0.02136032, -0.001207985, -0.003649163, -0.01616235, -0.02008449, -0.01113352, -0.008879406, -0.003339824, -0.01178899, -0.008315153, -0.03027012, -0.01354046, -0.005926753, -0.007144427, 0.0007671349, -0.001556469, 0.008042132
70.644854, 0.01307397, -0.02585699, 0.001212775, -0.001708296, -0.006429898, 0.003172907, 0.0002233713, -0.005938772, -0.003095807, 0.01718874, -0.01408675, -0.01901615, -0.00954181, -0.004748002, -0.004259777, 0.002768595, -0.006821249, -0.010472, -0.02419035, 0.0004111041, 0.01097638, -0.003149588, 0.008552402, 0.005255187
70.69481500000001, 0.01920412, -0.01921886, 0.004469009, 0.001617749, -0.01317659, 0.03966707, 0.008147739, 0.0001061239, 0.003016071, 0.0475537, -0.007242529, -0.0134554, -0.01657252, 0.0135133, -0.002689061, 0.008424524, -0.008184305, -0.004174644, -0.01343576, 0.001485019, 0.009185888, 0.006460749, 0.03400843, 0.002352701
70.744776, 0.02561493, -0.01777238, 0.00359822, -0.001106829, -0.01712886, 0.05126495, 0.01316565, 0.003610967, -0.001840293, 0.05694219, -0.01193294, -0.01791982, -0.0132746, 0.02439576, 0.002512652, 0.01321515, -0.008810101, -0.003296714, -0.01244142, 0.006795717, 0.0103011, 0.007507915, 0.03709348, 0.002814989
70.794737, 0.02585685, -0.02103883, 0.007086179, -0.001891348, -0.01622255, 0.05239138, 0.01402415, 0.005351644, 0.001352439, 0.06523694, -0.01120611, -0.01138139, -0.01319875, 0.02976839, 0.002612421, 0.01945785, -0.01339804, 0.006888902, -0.01596124, 0.005492904, 0.01551496, -0.004439376, 0.04350817, 0.002214437
70.84469799999999, 0.02508573, -0.01489959, 0.003702696, -0.002388311, -0.01178822, 0.06488059, 0.01362609, -0.002677567, -0.004160527, 0.06883173, -0.008227095, -0.01488146, -0.01643792, 0.03185134, 0.00186082, 0.02156949, -0.009351576, 0.005598384, -0.008862499, 0.007721019, 0.01270777, 0.007390629, 0.03932238, 0.003856619
70.894659, 0.02135707, -0.01926725, 0.003024843, 0.004956864, -0.01074842, 0.06444874, 0.009712216, 0.004340019, -0.009645624, 0.07166758, -0.01673885, -0.01910267, -0.01545211, 0.02827687, 0.003099026, 0.01872178, -0.00553878, 0.006903036, -0.01330414, 0.01129993, 0.01621947, -0.0004152645, 0.04724677, 0.003624336
70.94462, 0.03470103, -0.02346963, 0.004346037, 0.002067142, -0.01294333, 0.06590568, 0.01096437, -0.001046928, -0.003583135, 0.07117773, -0.01239756, -0.0103764, -0.0164545, 0.0323092, -0.001108193, 0.02041033, -0.008052171, 0.0107779, -0.01533844, 0.01041135, 0.004260338, 0.001776925, 0.04951332, -0.0009807607
70.994581, 0.02247075, -0.02423566, 0.003987577, 0.001575716, -0.01759628, 0.06699968, 0.01368356, -0.002122606, -0.002568653, 0.06997295, -0.01703329, -0.01359777, -0.01469395, 0.03111834, -0.000741026, 0.02340285, -0.008767596, 0.01204499, -0.02183045, 0.007416529, 0.01105802, 0.004485889, 0.04788711, 0.004899719
71.04454200000001, 0.0236397, -0.02713309, 0.005966519, 0.0006312912, -0.01556407, 0.06328018, 0.00929812, 0.003031188, -0.006781703, 0.07016919, -0.02066678, -0.01070005, -0.01154346, 0.02787202, -0.0001257934, 0.01892963, -0.004703955, 0.009956281, -0.008248334, 0.0147899, 0.01550042, 0.00121903, 0.05539058, -0.004256606
71.094503, 0.02143394, -0.02508912, -0.003113382, -0.001660241, -0.01183684, 0.06285697, 0.01031754, -0.000547412, -0.01115123, 0.0641508, -0.0139958, -0.01632369, -0.01480086, 0.02726806, -0.006156009, 0.02263224, -0.01659192, 0.009075079, -0.01226776, 0.009639974, 0.01522711, 0.005868384, 0.04634961, 0.004654197
71.144464, 0.02028593, -0.02298989, 0.002990401, 0.004218075, -0.01649555, 0.06181547, 0.001520778, -0.001190495, -0.01179023, 0.06154642, -0.01369008, -0.007240653, -0.0110722, 0.03235191, -0.0006099418, 0.02135082, -0.006463473, 0.01044514, -0.01624882, 0.008389122, 0.01100881, 0.001548506, 0.04678234, 0.003253913
71.194425, 0.01863494, -0.02618579, -0.001356963, -0.001839532, -0.01846387, 0.05763877, 0.002597627, -0.002212974, -0.01101486, 0.05008693, -0.01755937, -0.01748304, -0.01681899, 0.02647069, 4.329452e-05, 0.02499248, -0.01054485, 0.01251124, -0.01014152, 0.004836036, 0.007453919, -0.001548568, 0.04777547, 0.002153235
71.24438600000001, 0.01293992, -0.03034435, 0.001002225, -0.005310798, -0.01607952, 0.05656285, -0.004815925, -0.001704265, -0.01639539, 0.04647013, -0.01343022, -0.01487921, -0.01670961, 0.02576, -0.001938693, 0.02951354, -0.004121239, -0.001309676, -0.01495826, 0.009531018, 0.005771521, -0.001703028, 0.04219221, -0.001486489
71.294347, 0.01384397, -0.02518044, -0.002956312, 0.005661077, -0.02131558, 0.05032374, 0.0002027928, -2.756389e-05, -0.02085624, 0.04620785, -0.0179666, -0.02026002, -0.01329246, 0.02820867, -0.006176659, 0.02376442, -0.008555474, 0.004818746, -0.007674126, 0.008154448, 0.008243458, 0.002742522, 0.04912968, -0.005450869
71.344308, 0.01380083, -0.02360169, 0.0005724827, 0.005020685, -0.01619658, 0.05211741, -0.0008331576, -0.003592167, -0.01426782, 0.04988501, -0.0221072, -0.01317013, -0.009892631, 0.024839, -7.575423e-05, 0.02207463, -0.006923045, 0.001489954, -0.02190027, 0.01004004, 0.01306715, 0.0006736295, 0.04265288, 0.008797482
71.39426899999999, 0.01851164, -0.0247613, -0.001275703, -0.005054545, -0.008287353, 0.05051314, -0.001310484, -0.003596872, -0.01630243, 0.04626594, -0.01858734, -0.02024485, -0.01834609, 0.02114829, -0.002305369, 0.01690858, -0.003497711, 0.00373835, -0.01707764, 0.006846282, 0.003523989, -0.000591623, 0.04398371, -0.002418766
71.44423, 0.01579919, -0.02682881, 0.003236863, -0.003175209, -0.01680604, 0.04591658, -0.000461682, -0.007098681, -0.01531878, 0.04284254, -0.0217269, -0.02536127, -0.01172878, 0.02690702, 0.0002633051, 0.01782825, -0.00812578, 0.00383033, -0.02294724, 0.009301697, 0.009852648, -0.002063705, 0.04370259, 0.005194055
71.494191, 0.008260598, -0.03260432, 0.002282229, 0.001996585, -0.008828396, 0.04880207, 0.001991193, -0.002164036, -0.01909775, 0.04606193, -0.01939582, -0.0214935, -0.009870872, 0.02257396, -0.00753065, 0.01941735, -0.009965512, 0.002825301, -0.02481569, 0.00741704, 0.002583754, -0.002702771, 0.03612357, 0.0003705691
71.544152, 0.007836516, -0.02832812, -0.001089524, -0.004042032, -0.01446847, 0.04321787, 0.00287549, -0.00616211, -0.01462095, 0.0420295, -0.01503369, -0.01818724, -0.01949821, 0.01596975, -0.006878311, 0.01682925, -0.0130399, 0.001354208, -0.02104495, 0.009340165, 0.003572819, -0.005868847, 0.0377306, -0.001573577
71.59411299999999, 0.01516035, -0.0307689, -0.004231037, -0.01104513, -0.0111119, 0.03925329, 0.001455497, -0.004087654, -0.0226791, 0.03757529, -0.01793109, -0.01657031, -0.01526236, 0.01440408, -0.001769278, 0.01531757, -0.01063309, 0.001465061, -0.02721136, 0.003734691, -0.002741446, -0.005208093, 0.03682478, -0.002465731
71.644074, 0.01388465, -0.02656208, -0.006425865, -0.007058383, -0.01689319, 0.03850912, -0.006841843, -0.00913669, -0.02365698, 0.03587648, -0.02233957, -0.01063752, -0.01666537, 0.01374944, -0.002159166, 0.01574304, -0.01174674, -0.006143712, -0.01761688, 0.003780523, 0.004003465, -0.004095578, 0.03176167, 0.0008869441
71.694035, 0.01416789, -0.02195418, -0.0004254466, -0.007564028, -0.01371639, 0.03508595, -0.007065984, -0.01117821, -0.0206055, 0.03823651, -0.02290615, -0.00751661, -0.02113832, 0.01543486, -0.005567553, 0.01497807, -0.01058436, 0.0007938963, -0.02525986, 0.006262752, 0.003404415, -0.0002601183, 0.03115189, -0.004980804
71.743996, 0.01401859, -0.02536939, -0.00327568, -0.01261952, -0.01235767, 0.0327678, -0.006333884, -0.008343471, -0.02096144, 0.02909159, -0.02772564, -0.005707692, -0.02045318, 0.01461385, -0.008705249, 0.01191457, -0.01585763, 0.004081472, -0.02511415, -0.002114937, -0.000848121, -0.004894806, 0.0259615, -0.001620314
71.79395700000001, 0.00559098, -0.02297768, -0.005219094, -0.003844364, -0.01191269, 0.03258251, -0.004708114, -0.005381403, -0.01951565, 0.0269613, -0.02086088, -0.003528161, -0.01439127, 0.009709754, -0.001693193, 0.01606271, -0.01543898, 0.004125851, -0.03013917, 0.005632806, -0.006901827, -0.008850086, 0.02551204, 0.0008743227
71.843918, 0.005955785, -0.02401208, -0.005089516, -0.00941984, -0.01321419, 0.02688398, -0.003894323, -0.008668159, -0.01973805, 0.03170858, -0.02167364, 0.001105841, -0.01539129, 0.0154638, -0.008639208, 0.01109866, -0.01189546, -0.007442383, -0.0212095, 0.004982641, -0.001423094, -0.003412702, 0.02936812, -0.0009927903
71.893879, 0.006718257, -0.03113234, -0.007682264, -0.006217503, -0.0103179, 0.02538269, -0.002705732, -0.01391383, -0.01466781, 0.02701734, -0.02055993, -0.0104693, -0.01832495, 0.008600502, -0.009311818, 0.0103029, -0.00934172, -0.005038871, -0.02244872, 0.006261485, -0.001091107, -0.006726895, 0.02800805, -0.004432665
71.94383999999999, -0.00121503, -0.02455251, -0.01211601, -0.006308825, -0.009522544, 0.0261521, -0.008672867, -0.01405204, -0.01454108, 0.02489122, -0.02290708, -0.01050889, -0.02266435, 0.01042067, -0.002112058, 0.006775839, -0.009038505, -0.006796073, -0.02563091, 0.0004894878, -6.346562e-05, -0.01121853, 0.02309594, -0.00148183
71.993801, -0.001105517, -0.02840207, -0.00580741, -0.01009317, -0.007751728, 0.01494239, -0.005623435, -0.01116459, -0.01950835, 0.02068228, -0.02478209, -0.006090383, -0.02067818, 0.009386678, -0.009399906, 0.007864906, -0.01489836, -0.007791044, -0.02905755, 0.001733808, 0.001093601, -0.005027703, 0.02372873, 0.0002238254
72.043762, 0.002241015, -0.02914607, -0.0115064, -0.001460154, -0.007957783, 0.009211303, -0.0144604, -0.01532018, -0.0192674, 0.02166554, -0.02627404, -0.008049193, -0.02672498, 0.006207585, -0.008212425, 0.01121187, -0.01243497, 0.0001064261, -0.01922031, 0.004310991, -0.008579341, -0.006764879, 0.02682902, -0.001832695
72.093723, 0.006168961, -0.02852782, -0.004615583, -0.001306564, -0.009939788, 0.008572681, -0.01405853, -0.007767892, -0.02182353, 0.01477491, -0.02471785, -0.006893093, -0.01670893, 0.00983564, -0.01116325, 0.01092548, -0.01253417, 0.01003375, -0.01987782, 0.01043515, -0.003441166, -0.008766253, 0.023425, -0.002724928
72.14368399999999, 0.005603731, -0.008143174, 0.01062501, 0.01803402, -0.01264522, 0.01316109, 0.0001219216, 0.003940815, 0.0004725362, 0.01130436, -0.01393995, 0.01635643, -0.01480138, 0.01143239, -0.0019598, 0.01739414, -0.006855455, 0.01025677, -0.004342873, 0.01435156, 0.01077111, -0.002065009, 0.02410396, -0.00167362
72.193645, 0.02050522, 0.02884364, 0.02211265, 0.02354511, -0.004626949, 0.01879644, 0.02356617, 0.01011543, 0.01889599, 0.006977491, 0.01066516, 0.0405068, -0.007219036, 0.007068132, -0.004486405, 0.01232343, -0.002982694, 0.02330763, -0.006837085, 0.02166121, 0.03218601, 0.001545126, 0.02380958, 0.009584044
72.243606, 0.04511627, 0.04688005, 0.02416679, 0.02276178, -0.004668143, 0.01871769, 0.03102416, 0.006421524, 0.02778148, 0.01578528, 0.02598707, 0.04853624, 0.0043961, 0.008781313, -0.001778837, 0.01308335, 0.005255339, 0.0422576, -0.003638537, 0.01932376, 0.03859634, 0.002457283, 0.02858972, 0.006966548
72.293567, 0.05779064, 0.05473128, 0.02278076, 0.0302195, -0.004365655, 0.01454169, 0.02984868, 0.00693786, 0.0362752, 0.01376416, 0.02414533, 0.06732721, 0.01515396, 0.005688059, -0.004836082, 0.01521652, 0.006985151, 0.04568721, 0.002072805, 0.01791717, 0.04271498, 0.003036566, 0.02020007, 0.004313445
72.34352800000001, 0.06220616, 0.05538447, 0.02334337, 0.03125687, -0.003109179, 0.01521583, 0.02888986, 0.008560483, 0.03128479, 0.01266362, 0.02683563, 0.0578619, 0.01237266, 0.003946726, -0.002717698, 0.01289728, 0.00234868, 0.04480837, 0.003156019, 0.02041592, 0.04637986, 0.008129613, 0.02333676, 0.009326106
72.393489, 0.06742994, 0.061882, 0.02689742, 0.03634389, -0.006215156, 0.01166875, 0.03188058, 0.006343517, 0.03492787, 0.01148313, 0.02664051, 0.07229437, 0.01918592, 0.007978253, -0.007552992, 0.01105006, 0.003994483, 0.04918214, 0.004712883, 0.02157747, 0.04445235, 0.004413064, 0.02273668, 0.00378254
72.44345, 0.06649651, 0.06777707, 0.02122367, 0.03615116, -3.514085e-05, 0.01323722, 0.03007038, 0.006634091, 0.03533749, 0.01239445, 0.02996333, 0.0719087, 0.01422812, 0.003321434, -0.005870031, 0.007299581, 0.003106395, 0.04909409, 0.004637883, 0.02081742, 0.04273967, 0.003521327, 0.02350646, 0.002893069
72.49341099999999, 0.0641561, 0.06590378, 0.02705921, 0.03048999, -0.007747258, 0.00755402, 0.03332789, 0.006491561, 0.03468404, 0.007789161, 0.03024222, 0.06538111, 0.0193382, 0.004069463, -0.005428891, 0.01050481, -0.0007817553, 0.05151697, 0.002342947, 0.02295894, 0.04794175, 0.003631033, 0.01746826, 0.005106433
72.54337200000001, 0.05848836, 0.06363539, 0.02565551, 0.03109778, -0.007022466, 0.004829678, 0.02905981, 0.001731693, 0.03096749, 0.006769354, 0.02379461, 0.06019255, 0.01868601, 0.003534827, -0.003970105, 0.008609515, -0.0009677599, 0.05226371, -0.001573703, 0.01796667, 0.0494979, 0.001645203, 0.01792115, -0.00151723
72.593333, 0.05666928, 0.06773484, 0.02730707, 0.0293311, -0.001936416, 0.00930438, 0.03386895, 0.005907061, 0.03656442, 0.001310023, 0.02915471, 0.06989402, 0.01634473, 0.004079295, -0.001784244, 0.01050694, 0.000343225, 0.04374587, 0.005540944, 0.01983663, 0.0481006, 0.0005187783, 0.0217915, 0.004253296
72.643294, 0.06030362, 0.06132327, 0.02427046, 0.02505754, -0.003714599, 0.003562226, 0.02436317, -0.0004195032, 0.03441207, 0.009346213, 0.02930111, 0.06272482, 0.01740078, -0.0001255258, 0.0005996447, 0.005656837, -0.0003594055, 0.04164134, -0.003366563, 0.01607839, 0.04806629, -0.003584585, 0.02015822, 0.0007274994
72.69325499999999, 0.05956393, 0.06322698, 0.01835905, 0.02285515, -0.002804299, 0.003332954, 0.02766217, 0.005117445, 0.03301591, 0.003409119, 0.02078566, 0.06122919, 0.007660175, 0.001236808, -0.003654293, 0.006806049, -0.003165616, 0.04645457, -0.005555057, 0.02071622, 0.04182256, -0.003102061, 0.0126125, 0.00122404
72.743216, 0.0580736, 0.05825802, 0.02059027, 0.01961487, -0.002841975, 0.004923188, 0.02362498, 0.00536543, 0.02125246, 0.003930361, 0.02853274, 0.06017759, 0.01258397, 0.001922185, -0.0003612812, 0.004455672, -0.001265901, 0.03986013, -0.008981837, 0.01905524, 0.04309966, 0.0002724547, 0.01475082, -0.002567243
72.793177, 0.05854424, 0.0482702, 0.01817632, 0.02176832, -0.006511297, 0.005484561, 0.01640479, 0.001793697, 0.03304039, 0.001582331, 0.02203482, 0.05937432, 0.01120212, 0.001894289, -0.006858319, 0.004848072, 0.002872306, 0.03770472, -0.008704763, 0.01904523, 0.03179108, 0.002786796, 0.01568191, -5.516631e-05
72.843138, 0.04647404, 0.04843831, 0.0154596, 0.0225339, -0.008497043, 0.000913035, 0.01689451, 0.00477524, 0.01849632, -0.006010267, 0.01653269, 0.0571533, 0.01056045, -0.002840007, -0.0006563867, 0.008380165, -0.004127179, 0.03147735, -0.005637047, 0.01991884, 0.04454521, 0.0001302904, 0.01230553, -0.0006472381
72.89309900000001, 0.04713329, 0.04555842, 0.01135434, 0.02996642, -0.00816149, -0.0008430722, 0.007453851, 0.0002587581, 0.0253024, -0.008604657, 0.01811369, 0.04525156, 0.01240354, -0.005793927, -0.007975082, 0.005979309, -0.009584186, 0.03481037, -0.00231587, 0.009148263, 0.03484728, -0.0021918, 0.009278212, 0.001259349
72.94306, 0.0485509, 0.04521969, 0.01753467, 0.02313937, -0.009842228, 0.001125021, 0.007838773, -0.002802737, 0.01392032, -0.008187151, 0.01469107, 0.05119643, 0.009449215, 3.412132e-05, -0.003679051, 0.009071495, -0.01463629, 0.02418019, -0.002631414, 0.02051278, 0.03116377, -0.007114669, 0.009514708, 0.00294585
72.993021, 0.03813349, 0.04754931, 0.01240656, 0.01334859, -0.004927077, -0.0005954906, 0.007762745, -0.001328463, 0.02052819, -0.0009381309, 0.009166726, 0.04356059, 0.0103182, -0.002659848, -0.009239982, 0.004124553, -0.009567356, 0.03313416, -0.003527281, 0.01414877, 0.02871849, 0.001575041, 0.01555664, 0.004918087
73.04298199999999, 0.05247113, 0.03842025, 0.01459083, 0.02038335, -0.005455788, -0.001316849, 0.01150534, -0.002503401, 0.01558672, -0.0003635447, 0.01058195, 0.04893843, 0.004661491, 0.001465326, -0.007422672, 0.004820388, -0.007989763, 0.03127853, -0.00257164, 0.01755792, 0.03688463, -0.0001044411, 0.00483081, 0.003952563
73.09294300000001, 0.04158877, 0.03656952, 0.01484315, 0.01232315, -0.004356784, -0.003470871, 0.007805257, -0.0007833741, 0.01845321, -0.002016195, 0.009016617, 0.04049686, 0.003081419, -0.00508427, -0.00820194, 0.0004529197, -0.003637704, 0.03093439, -0.009783653, 0.01947473, 0.02370433, -0.0005070952, 0.009532468, 0.002209848
73.142904, 0.03830517, 0.02810441, 0.006200422, 0.01378366, -0.006445394, -0.0030829, 0.007834263, -0.004281131, 0.007003858, -0.001214968, 0.0130792, 0.03820445, -0.00351101, 0.002480701, -0.002049716, 0.0009301958, -0.01081093, 0.02770656, -0.009182309, 0.01709365, 0.02362429, -0.004540067, 0.00682716, 0.001048854
73.192865, 0.03247827, 0.02855479, 0.01715698, 0.01649418, -0.00757604, -0.00799102, 0.002798061, -0.005589956, 0.01268272, -0.0004944945, 0.009758841, 0.04334942, 0.002574055, -0.001943323, -0.004802296, -0.001521115, -0.004670586, 0.02741295, -0.005148741, 0.01189847, 0.02895109, -0.0007837586, 0.009326895, 0.00147595
73.24282599999999, 0.03383692, 0.02697682, 0.006362507, 0.0123975, -0.00937021, -0.005409729, -5.510839e-05, -0.003257205, 0.01272024, -0.004726421, -0.002772188, 0.03769844, -0.0001775699, -0.004224448, -0.002560419, -0.0008114798, -0.0184198, 0.0264574, -0.007377047, 0.01528037, 0.02603157, -0.004830711, 0.00921949, 7.661508e-05
73.292787, 0.0287232, 0.02577924, 0.004987414, 0.004842427, -0.006496531, -0.009823023, 0.002765713, -0.005232981, 0.01296472, -0.002476751, 0.005687535, 0.03434034, -0.004967851, -0.002787881, -0.01040436, -0.002594861, -0.008896662, 0.02466347, -0.00994334, 0.01177815, 0.02400297, 0.003798641, 0.007467261, 0.0006568462
73.342748, 0.03555026, 0.01785655, 0.006728687, 0.005406635, -0.0008521365, -0.001078827, 0.001635388, -0.006453774, 0.007374901, -0.005462156, 0.002486542, 0.02504365, -0.001461637, -0.00581585, -0.01038273, -0.003506884, -0.01730786, 0.01771251, -0.01337453, 0.01393106, 0.02277232, -0.002981515, 0.003812652, 0.001921009
73.392709, 0.02280916, 0.02310169, -0.0007718161, 0.009012219, -0.009939903, -0.006120469, 0.0015909, -0.01317436, 0.002232832, -0.005666941, 0.0003584258, 0.02160829, -0.002555253, -0.004166362, -0.01217896, 0.0001841479, -0.01071338, 0.02782901, -0.007252759, 0.009885384, 0.01684526, -0.002673042, 0.004028025, 0.004832073
73.44267000000001, 0.0297295, 0.0184669, 0.001381946, 0.006230122, -0.0102363, -0.004140222, -0.006568647, -0.01052462, 0.006768423, -0.006080783, -0.003805917, 0.02872184, -0.005539435, -0.009620182, -0.003500096, -0.006107105, -0.01512127, 0.01812676, -0.01356736, 0.00881552, 0.0163521, -0.003515398, 0.005652266, -0.002546963
73.492631, 0.02153772, 0.01286556, 0.002290404, 0.006419574, -0.01004306, -0.008274784, -0.004482554, -0.01091321, -0.0007860032, -0.009756867, -0.006751188, 0.02138908, -0.007374099, -0.009535031, -0.008204641, -0.005097899, -0.01512811, 0.01599085, -0.009262213, 0.01004903, 0.01597497, -0.008636969, 0.007253142, -0.003674022
73.542592, 0.02260339, 0.01152549, 0.005378801, 0.004368237, -0.005358384, -0.01091624, -0.002943454, -0.007958151, 0.004280541, -0.007360951, -0.009633839, 0.02179621, -0.01133103, -0.006634179, -0.007459893, -0.0006242514, -0.01565473, 0.01565764, -0.01260701, 0.009348846, 0.02548761, -0.006398573, 0.005347099, -0.007232822
73.592553, 0.01739464, 0.009374524, 0.001745204, 0.003592317, -0.003395667, -0.00924903, -0.00539615, -0.0101329, -0.002781808, -0.008211298, -0.003977888, 0.02532654, -0.008082574, -0.006707533, -0.00577474, -0.002739914, -0.01709692, 0.01448478, -0.00897298, 0.009132767, 0.01307219, -0.0007641164, 0.002726371, -0.004514862
73.64251400000001, 0.01678314, 0.01298988, -0.004930976, 0.008506686, -0.007967925, -0.01089269, -0.01009401, -0.00972162, -0.003391052, -0.009410126, -0.006962509, 0.02194898, -0.006139216, -0.00623654, -0.01142807, -0.006420138, -0.02100534, 0.01642264, -0.01971062, 0.009784501, 0.00590018, -0.004195216, 0.002277913, -0.002978126
73.692475, 0.01795273, 0.000953473, 0.003856082, -8.013207e-05, -0.009508612, -0.01319109, -0.01426277, -0.01790364, -0.01250426, -0.01177692, -0.0133284, 0.008411856, -0.00855558, -0.007982625, -0.009891083, -0.003452917, -0.01968528, 0.01136629, -0.0169406, 0.009105183, 0.01282474, -0.005886912, 0.005518736, -0.006723674
73.742436, 0.01999416, -0.003263997, -0.00388186, 0.002342717, -0.009993859, -0.01444941, -0.01469566, -0.01221753, -0.01075029, -0.0166607, -0.01034736, 0.01175654, -0.01041768, -0.005236951, -0.008001038, -0.002862495, -0.02326488, 0.005041761, -0.01041176, 0.007353288, 0.005578372, -0.006935581, 0.003277443, -0.004663968
73.79239699999999, 0.01039829, 0.002662237, -0.009771684, 0.004601614, -0.007535274, -0.01113622, -0.01386696, -0.009631056, -0.01400303, -0.01814501, -0.01090295, 0.01417485, -0.008791635, -0.01147752, -0.003289479, 0.003007163, -0.01474642, 0.006589832, -0.01279727, 0.00831271, 0.005071101, -0.0005476662, -0.003180126, -0.008264715
73.842358, 0.01483717, 0.005048634, 0.0001224608, -0.001594684, -0.007262862, -0.01031648, -0.008230478, 0.003343145, -0.009117948, -0.01218903, -0.01260434, 0.01286499, -0.01111772, -0.009256445, -0.01008363, -0.002241763, -0.02043187, 0.01019289, -0.006554006, -0.001901583, 0.01338029, -0.004611234, -0.004372044, -0.006606399
73.892319, 0.01707853, 0.01502066, -0.002982767, -0.001855531, -0.00877282, -0.00776176, -0.009412138, 0.02424257, -0.008214545, -0.002820579, -0.01445698, 0.03080651, -0.0001428069, -0.01111366, -0.0009894049, -0.007189254, -0.01865149, 0.01621319, 0.01902848, 0.002316708, 0.0006620156, 0.007006089, 0.001305509, -0.0002129582
73.94228, 0.02484721, 0.01390676, -0.0011007, -0.008045365, -0.01116217, -0.0045596, -0.00795746, 0.04029142, -0.00641466, -0.006282896, -0.007148558, 0.03392313, 0.009146631, -0.01333254, -0.006484237, -0.008738548, -0.02044621, 0.009904895, 0.01212549, 0.005864387, 0.004055628, 0.01480398, 0.004205312, 0.004407569
