 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23
Time(s)/Cell Status, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided
166.37013, -0.0003811804, 0.03162836, 0.008129227, 0.001651603, 0.004203805, 0.0296095, 0.01976428, 0.03687408, 0.02083969, 0.02460707, 0.01195211, 0.01224879, 0.03850918, -0.002074352, 0.002452943, 0.008534215, 0.0121441, -0.006850563, 0.01239314, 0.003366928, 0.01346355, 0.01492048, -0.008447313, 0.01829966
166.420091, -0.002012907, 0.04849573, 0.002060889, 0.001233206, 0.007534857, 0.02286448, 0.03301727, 0.03684545, 0.03513471, 0.02908044, 0.01215726, 0.0247935, 0.04293065, -0.000633911, 0.005844861, 0.003214521, 0.01381935, -0.01478389, 0.0250777, -0.0003653065, 0.01015545, 0.02146331, -0.0116225, 0.01563725
166.470052, 0.001659201, 0.05278315, 0.009096198, 0.0001118563, 0.003994873, 0.02834951, 0.04352933, 0.03661702, 0.04401201, 0.02233971, 0.01521464, 0.03348912, 0.0409937, -0.0004832111, 0.002977552, 0.006994976, 0.01293926, -0.008923881, 0.0161663, -0.0007719258, 0.02025604, 0.01412691, -0.00543703, 0.01990668
166.520013, 0.004107103, 0.05383249, 0.00624372, 0.009570448, 0.005377471, 0.02324455, 0.04770339, 0.05142432, 0.04789891, 0.01880121, 0.01968064, 0.03684215, 0.03836494, 0.001201926, -0.001843309, 0.009688911, 0.02243801, -0.0132895, 0.02167128, -0.003713056, 0.005969495, 0.0138833, -0.004533935, 0.02046928
166.569974, -0.005912967, 0.05399907, 0.002750332, 0.006616396, 0.005953612, 0.02236297, 0.04562129, 0.04824714, 0.05157541, 0.01689992, 0.02122142, 0.03631655, 0.04461164, -0.0008903124, 0.001623445, 0.009828878, 0.01662563, -0.009232724, 0.01334297, -0.003233029, 0.004340966, 0.01443595, -0.003505814, 0.02639001
166.619935, -0.00144843, 0.05079731, 0.01196318, 0.008145868, 0.008312951, 0.02253023, 0.04785325, 0.0456886, 0.05057163, 0.01707594, 0.0171497, 0.04075557, 0.03476425, -0.0008485297, 0.0003148313, 0.01331368, 0.01322416, -0.01129227, 0.01879018, -0.002711613, 0.01466267, 0.01742404, -0.006525158, 0.01742882
166.669896, -0.001233044, 0.05245734, 0.006069624, 0.01006794, 0.001730325, 0.01969992, 0.04744197, 0.05193468, 0.05156066, 0.01078376, 0.01581876, 0.05062711, 0.03699854, -0.004837385, 0.001681649, 0.00806456, 0.01792537, -0.01810291, 0.01982772, -0.004137314, 0.01101774, 0.01702429, -0.005689836, 0.02576776
166.719857, -0.006408241, 0.04693168, 0.00586827, 0.006653195, -0.003007033, 0.01619863, 0.0433106, 0.05086122, 0.04693534, 0.00634269, 0.009112809, 0.04322936, 0.04224526, -0.002008375, -0.001133997, 0.0125572, 0.01388578, -0.01136174, 0.01903795, -0.008709467, -0.001505473, 0.01442454, -0.009364901, 0.0191651
166.769818, -0.004909004, 0.03662708, 0.005034429, 0.01331949, 0.00297124, 0.01445612, 0.04425266, 0.04205215, 0.04701, 0.006003019, 0.01613466, 0.05207063, 0.03463283, -0.006953546, 0.0002947256, 0.01352141, 0.009995494, -0.01299887, 0.02661019, -0.004265427, 0.003866234, 0.01654727, -0.01290518, 0.01861991
166.819779, -0.002451992, 0.0488949, 0.01483858, 0.004918296, 0.003314114, 0.01349829, 0.05096609, 0.04421137, 0.04839841, 0.01382499, 0.01238131, 0.04224185, 0.03129376, -0.006468518, 0.001392308, 0.009079918, 0.01179946, -0.01412611, 0.0235941, -0.01102332, 0.01180555, 0.004030748, -0.01140297, 0.01569951
166.86974, -0.008240109, 0.04488745, 0.01079435, 0.006896376, 0.001562598, 0.01628254, 0.04963492, 0.04433161, 0.05706626, 0.01500521, 0.01277404, 0.04028952, 0.03365135, -0.008909817, 0.002213127, 0.01023467, 0.01859332, -0.01708269, 0.01653251, -0.003422339, 0.007656248, 0.009173095, -0.007934783, 0.02570228
166.919701, -0.01026223, 0.04797255, 0.004961634, 0.002516313, 0.001306344, 0.01535947, 0.05031974, 0.04346973, 0.04991558, 0.01120901, 0.01541631, 0.04672852, 0.03266432, -0.002204851, -0.0007519348, 0.007747822, 0.02118251, -0.0107371, 0.02116439, -0.003559186, 0.01538733, 0.01211979, -0.006935715, 0.01462544
166.969662, -0.007546227, 0.0418344, 0.008200547, 0.001749177, 0.005367638, 0.01275493, 0.05286957, 0.04208915, 0.04454966, 0.01043301, 0.01375461, 0.04147029, 0.03493961, -0.004489416, 0.004513682, 0.002873312, 0.01145407, -0.001673228, 0.01480393, -0.005266045, 0.007888007, 0.005051014, -0.005647575, 0.01956649
167.019623, 0.00079275, 0.04757008, 0.009141536, 0.005520727, -0.002454305, 0.0126831, 0.04672536, 0.03979842, 0.04513253, 0.0103097, 0.0113075, 0.04372027, 0.03178248, -0.006117972, -0.0007546828, -0.000427885, 0.01226368, -0.001032563, 0.01487222, -0.006263565, 0.005886866, 0.007667812, -0.008184197, 0.01494377
167.069584, -0.00446637, 0.05178149, 0.008051627, -0.004484105, 0.001896317, 0.007297243, 0.03985943, 0.04050177, 0.04160142, 0.009472707, 0.007367073, 0.04562609, 0.02867952, -0.003767296, -0.003377823, 0.001223797, 0.01681142, 0.004528855, 0.01198315, -0.002079082, 0.005152786, 0.009217229, -0.006103349, 0.01722522
167.119545, -0.002752378, 0.04053043, 0.01001123, 0.004233686, 0.000516234, 0.008195091, 0.04045274, 0.03794289, 0.03909027, 0.008690977, 0.01241711, 0.03489858, 0.0310794, -0.003461837, -0.007056358, 0.004357405, 0.01169638, 0.007475189, 0.01081359, -0.00735272, 0.003624433, 0.006820009, -0.01105099, 0.01606399
167.169506, -0.006504069, 0.04300935, 0.007341203, 0.001686726, -0.002662208, 0.01165305, 0.04470455, 0.03338766, 0.0387977, 0.005069591, 0.005674553, 0.04434605, 0.02997565, -0.00549236, -0.00166239, 0.001885536, 0.003753339, 0.008396948, 0.0113391, 0.00348499, 0.005433976, 0.007539595, -0.007189515, 0.01295051
167.219467, -0.003252275, 0.0423242, 0.008864057, 0.0002856295, 0.001507781, 0.006774382, 0.03289903, 0.03206538, 0.03795402, 0.007891038, 0.002189809, 0.02898396, 0.02224188, -0.006216215, -0.004124746, 0.001293883, 0.008831821, 0.008777993, 0.01029518, -0.008467138, 0.006211786, 0.006804354, -0.01091916, 0.01074314
167.269428, -0.00320261, 0.03630196, 0.003300287, -0.001964087, -0.001141663, 0.005930976, 0.03331147, 0.02924992, 0.03567161, 0.006183891, 0.004965173, 0.029105, 0.02619786, -0.008678367, -0.001204262, 0.001667961, 0.003980399, 0.006453216, 0.00821978, -0.006752562, 0.000230203, 0.003774283, -0.008327, 0.01009753
167.319389, -0.00473961, 0.02900434, 0.003629073, -0.007311628, -0.00197716, 0.004767055, 0.03397102, 0.03012755, 0.02710393, 0.004092406, 0.0002011613, 0.02497916, 0.0222026, -0.0038525, -0.01093174, -0.002324192, 0.01248456, 0.007125977, 0.005959135, 0.0003888082, -0.001086729, 0.004309367, -0.01365621, 0.007580019
167.36935, -0.008550675, 0.03786886, 0.005283828, -0.003461982, -0.003655675, 0.003526174, 0.02937958, 0.02393708, 0.031383, 0.005063488, 0.00254607, 0.02604073, 0.02593379, -0.01000037, -0.005192491, 0.002876292, 0.00175315, 8.497807e-05, -0.001420443, -0.008502563, 0.003099868, 0.004253903, -0.004959971, 0.003554789
167.419311, -0.006955633, 0.02313208, -0.003021091, -0.002427548, -0.003495069, -0.0001285837, 0.02327958, 0.02806783, 0.02017915, 0.002489764, -0.0009453411, 0.02604666, 0.01967579, -0.004759807, -0.003650175, -0.002505716, -0.001422998, 0.007163492, 0.002865455, -0.005025452, 0.001500932, 0.002914953, -0.01378808, 0.01178085
167.469272, -0.004264828, 0.02502202, 0.003724155, -0.0005973813, -0.003661723, -0.004148118, 0.01773137, 0.02197834, 0.02377634, -0.002279726, -0.004944337, 0.02692618, 0.0152662, -0.0113281, -0.005306064, -0.001874836, 0.00543294, -0.001909385, -0.002745641, -0.005867186, -0.007270957, 0.004915384, -0.01268933, 0.002082665
167.519233, -0.01089363, 0.02933315, 0.0009254678, -0.003183864, -0.005718903, -0.00122507, 0.01726156, 0.02029784, 0.01715007, -0.006380286, -0.008654456, 0.0182918, 0.01526474, -0.006977953, -0.00596146, -0.0008208024, -0.00217426, 0.007769413, 0.005399973, -0.007156106, -0.0002685287, -0.001015535, -0.009039739, 0.00226478
167.569194, -0.01525354, 0.02030214, -0.004333254, -0.004263878, -0.01060635, -0.002405042, 0.01496311, 0.02354846, 0.01289649, -0.007429558, -0.003747148, 0.01972642, 0.01433239, -0.004682898, 0.0002380309, 0.002779254, -0.004813426, 0.004721558, 0.01074937, -0.00858721, -0.01073221, -0.002685416, -0.009818509, 0.005898904
167.619155, -0.007260234, 0.02254316, 0.0003755771, -0.006139474, -0.004668403, -0.004010502, 0.01680908, 0.01652374, 0.01507245, -0.001230537, -0.007837876, 0.02115705, 0.02421245, -0.00653289, -0.004784626, -0.002773048, -0.008963469, -0.003221341, 0.003613791, -0.004130367, -0.001375375, 0.005595299, -0.01206212, -0.001074942
167.669116, -0.006305858, 0.02267761, -0.0005854199, -0.008677589, -0.001190427, -0.004528985, 0.01880386, 0.0238351, 0.01819814, 0.001981429, -0.01892527, 0.0217686, 0.01386995, -0.004096703, -0.00272958, -0.001385346, -0.005244588, -0.0008075326, 0.004744416, -0.006259363, 0.003783634, 0.001998028, -0.01055325, -0.001447629
167.719077, -0.01198885, 0.02255145, 0.001498501, -0.003205236, -0.0006248739, -0.003263039, 0.01563068, 0.01542152, 0.007176894, 0.002720938, -0.0131438, 0.01549562, 0.007633674, -0.008869421, -0.004612102, -0.00261469, -0.000612364, -0.001546739, -6.247716e-05, -0.001235103, 0.003058146, 0.0084567, -0.004140855, 0.00297117
167.769038, -0.01362914, 0.01836081, -0.005008231, -0.00168259, -0.008278846, 0.001099369, 0.0172681, 0.01310952, 0.0113392, -0.004550123, -0.01640359, 0.01339638, 0.008330923, -0.007012437, -0.007080834, -0.00424542, -0.001361211, 0.01054867, 0.005486375, -0.003688878, -0.008557858, -0.0006955205, -0.01020643, 0.005685438
167.818999, -0.007055241, 0.02171426, -0.002298791, -0.009307425, -0.002125611, -0.0008017644, 0.01614624, 0.01340433, 0.01113298, 0.002521708, -0.009990727, 0.01762292, 0.01347089, -0.009106727, -0.005943957, -0.001654746, -0.001888836, 0.01720407, 0.0003810917, -0.00625264, -0.006000583, -0.005329631, -0.01013497, 0.001940953
167.86896, -0.001617192, 0.01396499, -0.0003659676, -0.009994254, -0.007801121, 0.009894967, 0.01511982, 0.0229652, 0.01723241, 0.01269921, -0.01116821, 0.01846208, 0.007764756, -0.009461913, -0.006323034, -0.004877795, -0.00367662, 0.01628515, -0.006954742, -0.002587265, -0.004987529, 0.004508239, -0.009031482, -0.001693226
167.918921, -0.004691829, 0.02828971, 0.002200218, -0.007393715, -0.005714481, 0.01786219, 0.01804756, 0.02702295, 0.02202223, 0.01198351, -0.001803245, 0.0194014, 0.01210961, -0.00843813, -0.004036021, -0.005303366, 0.009205705, 0.01918851, -0.00136052, -0.001833472, -0.006624144, 0.007388228, -0.005477146, -0.001174418
167.968882, -0.006555074, 0.02833926, -0.002422186, -0.01211649, -0.008521929, 0.02034191, 0.0134495, 0.03343426, 0.02095048, 0.0238213, -0.004024971, 0.02282117, 0.01731968, -0.008805959, -0.005545819, -0.003986988, 0.004342934, 0.02126921, 0.000995794, 0.0006402154, -0.005012414, 0.0001526073, -0.006506254, 0.005413705
168.018843, -0.00985344, 0.02678462, -0.005940299, -0.009488391, -0.005817695, 0.02229272, 0.008593604, 0.03150586, 0.0208391, 0.02818404, 0.0003905855, 0.02525102, 0.01751204, -0.004838425, -0.008876448, -0.009929577, 0.00884866, 0.02354775, 0.001131077, -0.002944821, -0.006569501, 0.00395039, -0.005661937, -0.001273291
168.068804, -0.0007589147, 0.02221385, -0.003373841, -0.002815304, -0.009632002, 0.02438638, 0.00795118, 0.03258887, 0.02257753, 0.02493235, 0.005302144, 0.0109491, 0.01121106, -0.01158073, -0.00372326, -0.004770027, 0.01048284, 0.0199192, 0.003447054, -0.003164029, -0.005723238, 8.91953e-05, -0.007716755, -0.0002412297
168.118765, 0.001203931, 0.01933805, -0.004677074, -0.006073764, -0.004479069, 0.02123698, 0.006860129, 0.02687368, 0.02388095, 0.02942419, 7.873253e-05, 0.0200209, 0.01427814, -0.006885094, -0.01026975, -0.005815322, 0.006745053, 0.02262354, 0.002502607, -0.001795073, -0.007199521, -0.001261911, -0.01081013, -0.002167013
168.168726, -0.011013, 0.01711492, -0.01162432, -0.01223108, -0.008068293, 0.02099571, 0.01128987, 0.03596925, 0.0212398, 0.02694322, -9.381419e-05, 0.0227747, 0.0107436, -0.006668542, -0.00767871, -0.00980198, 0.0119739, 0.02115716, 0.000702864, -0.004575595, -0.008604039, 0.004478706, -0.01113533, 0.003872365
168.218687, -0.004034318, 0.01934739, -0.003627211, -0.01129251, -0.007165905, 0.02480968, 0.003647316, 0.03109857, 0.02113934, 0.02578698, -0.003504701, 0.01720815, 0.0122829, -0.01202649, -0.008153779, -0.006541871, 0.01557895, 0.01768783, 0.001417338, -0.0001377126, -0.008744686, -0.0003011922, -0.009276899, -0.002807316
168.268648, -0.003733227, 0.0133247, -0.009775212, -0.008331054, -0.01209319, 0.02132475, 0.008225926, 0.03340479, 0.01679144, 0.02356728, -0.005086716, 0.01305627, 0.01346783, -0.01030605, -0.004404332, -0.01066032, 0.007041869, 0.01544341, -0.004248472, -0.004505929, -0.006167268, 0.003209658, -0.005613688, -0.0005711621
168.318609, -0.006425789, 0.015686, -0.01225005, -0.007040062, -0.003085399, 0.0161195, 0.005821914, 0.03010471, 0.02232666, 0.01745985, -0.00662883, 0.01632094, 0.01151156, -0.009265853, -0.007717191, -0.006397684, 0.001761871, 0.01674672, 0.001244077, -0.001128037, -0.01276031, 0.001634278, -0.01288232, -0.00760788
168.36857, -0.00726005, 0.01308455, -0.0154019, -0.00497344, -0.0069116, 0.02115019, -0.007388287, 0.0282305, 0.01429775, 0.01341334, -0.009906659, 0.01180272, 0.01526785, -0.007589346, -0.007906528, -0.003334056, 0.006682322, 0.01038646, 0.001789434, -0.007107006, -0.01757613, -0.007550961, -0.01129049, -0.003101663
168.418531, -0.009774575, 0.009625096, -0.01537173, -0.01015119, -0.005984477, 0.02111385, -0.0083235, 0.03108054, 0.01216278, 0.0165006, -0.003564594, 0.01454722, 0.01446204, -0.009740611, -0.007723331, -0.001848778, 0.005366717, 0.01408202, -9.409155e-05, -0.004771732, -0.01369255, 0.000169984, -0.01733695, -0.007888033
168.468492, -0.0111819, 0.01332588, -0.01075313, -0.01241641, -0.009618877, 0.01837129, -0.0007997769, 0.02719794, 0.01151335, 0.02184441, -0.001730565, 0.01371394, 0.01199603, -0.009634177, -0.005279314, -0.007817354, 0.00170048, 0.00959516, -0.001542018, -0.007582324, -0.01531326, 0.001251645, -0.007269297, 0.001049371
168.518453, -0.0105623, 0.004910242, -0.01010924, -0.01130641, -0.004111011, 0.02044852, 0.005492133, 0.02735576, 0.008361736, 0.01586714, -0.009871366, 0.01453011, 0.007157777, -0.007504723, -0.001989564, -0.004827886, 0.007841418, 0.01420728, -0.00505887, -2.49375e-05, -0.01013198, 0.003420491, -0.01777528, 0.0004471703
168.568414, -0.00860473, 0.003985642, -0.009804145, -0.0144398, -0.00440747, 0.0137559, -0.0006160387, 0.02777291, 0.01853059, 0.02064411, -0.007658937, 0.006396629, 0.007809044, -0.009438187, -0.009231807, -0.009347202, 0.007213006, 0.01414785, -0.003512203, -0.003128398, -0.006634214, 0.003219225, -0.008333912, -0.003365813
168.618375, -0.01124513, 0.0004779367, -0.01166835, -0.007866392, -0.006613737, 0.02087462, 0.002096812, 0.02242067, 0.01831905, 0.01788826, -0.01294954, 0.004630457, 0.0100833, -0.008095577, -0.00626002, -0.00881483, -0.00115659, 0.01021663, -0.003930973, -0.004133704, -0.0138319, -0.001920249, -0.01250746, -0.005258859
168.668336, -0.01760635, -8.291189e-05, -0.009595098, -0.01256114, -0.004461184, 0.01648063, -0.003711071, 0.02160718, 0.01058156, 0.01581304, -0.0105379, 0.001624052, 0.00710107, -0.009584483, -0.005250207, -0.004670333, 0.00171179, 0.01196982, -0.001986249, -0.005651249, -0.01025637, 0.002609665, -0.01277695, 0.001064318
168.718297, -0.0129312, 0.001399554, -0.01497341, -0.01150358, -0.005654104, 0.01617824, -0.00167786, 0.02347616, 0.01024289, 0.01816655, -0.01099011, -0.001198403, 0.008590803, -0.01113192, -0.007286848, -0.01140941, 8.754997e-05, 0.01049616, -0.006924378, -0.003770937, -0.01389116, -0.001469194, -0.009550144, -0.003879242
168.768258, -0.02000596, -0.003179743, -0.0183163, -0.008154184, -0.007160012, 0.01523475, 0.001615047, 0.01582531, 0.01093467, 0.01814519, -0.01424328, -0.00468736, 0.01039815, -0.01507378, -0.004610924, -0.01056454, -0.0001917553, 0.0092781, -0.005989157, -0.00290895, -0.01526332, 0.002805798, -0.01424236, -0.01098909
168.818219, -0.01170942, -0.007726399, -0.01493348, -0.006885832, -0.008366159, 0.01416718, -0.003593377, 0.01863966, -0.001581641, 0.01623015, -0.01835421, -0.002833616, 3.211651e-05, -0.01122148, -0.005685921, -0.0110784, -0.006213117, 0.003682424, -0.009499535, -0.006988476, -0.01571273, -0.0005340306, -0.01204883, -0.003617416
168.86818, -0.01378091, -0.01251037, -0.01262573, -0.01119649, -0.007309919, 0.01102559, -0.005928765, 0.01728089, 0.005078027, 0.01630414, -0.01334978, -0.004576447, -0.0002666756, -0.01109521, -0.00709935, -0.01516332, -0.009642314, 0.00535102, -0.01368579, -0.002031101, -0.01188533, -0.00287838, -0.01131818, -0.007971991
168.918141, -0.01534546, -0.009549337, -0.01323923, -0.01201432, -0.007587017, 0.01209231, -0.006928167, 0.01604677, 0.006589633, 0.01030184, -0.01541998, -0.01432247, -0.004272375, -0.01078637, -0.006704066, -0.01336999, -0.004404507, 0.007537446, -0.01332954, -0.004695331, -0.01466814, -0.0009336601, -0.009932273, -0.01468973
168.968102, -0.0172509, -0.008351344, -0.01837537, -0.01159887, -0.008800497, 0.002860836, -0.002072998, 0.01659025, 0.01366471, 0.01263788, -0.0114978, -0.003194737, 0.005282362, -0.01294242, -0.00681347, -0.0146105, -0.01347604, 0.005382217, -0.01335793, 0.0004819993, -0.01694824, 0.004738012, -0.01513524, -0.004708721
169.018063, -0.01419652, -0.01196569, -0.01616506, -0.01016228, -0.005725423, 0.004278502, 0.002091731, 0.01206602, 0.02153228, 0.01299384, -0.01098077, -0.009238036, -0.002333057, -0.0108003, -0.005015958, -0.01383032, -0.000427491, 0.002242964, -0.009747128, -0.004257031, -0.01377972, 0.001233103, -0.01372634, -0.006725526
169.068024, -0.01806358, -0.01519006, -0.01332208, -0.008307535, -0.00470714, 0.009113615, -0.002073908, 0.008945666, 0.01884643, 0.007089457, -0.01446995, -0.009088246, -0.002271798, -0.01138243, -0.007309838, -0.0144311, -0.01144379, 0.0006385256, -0.00815004, -0.003648914, -0.009924992, 0.0009335374, -0.01736224, -0.01459104
169.117985, -0.01680248, -0.01521066, -0.01717269, -0.001773822, -0.008465736, 0.005948282, -0.01076666, 0.01474125, 0.02090003, 0.002437264, -0.01989833, -0.0103221, -0.00201505, -0.0135873, -0.007979703, -0.008083644, -0.01151584, -0.002547502, -0.003815035, -0.002434468, -0.01919209, 0.003827566, -0.01605283, -0.01256077
169.167946, -0.01540899, -0.01643766, -0.01990782, -0.008753935, -0.008346334, 0.007038184, -0.01611703, 0.01103642, 0.02292888, -0.001889788, -0.01313789, -0.006814641, -0.006604989, -0.01385332, -0.007001263, -0.008267478, -0.004870618, 2.610529e-05, -0.009552198, -0.004188814, -0.02255508, -0.004263618, -0.01607203, -0.007588614
169.217907, -0.0196861, -0.007062589, -0.01438783, -0.012145, -0.009383747, 0.006246574, -0.01268363, 0.009843932, 0.01987965, -0.002648372, -0.01203636, -0.001442596, 0.002978932, -0.01265361, -0.01180413, -0.009997968, -0.008742014, 0.005009648, -0.009198973, -0.006472208, -0.01366668, 0.002562883, -0.01615931, -0.009268585
169.267868, -0.01462045, -0.0007036033, -0.01793889, -0.008774634, -0.008644207, 0.003851884, -0.006766486, 0.009020357, 0.01903914, 0.002748862, -0.006904101, 0.002428167, -0.001383446, -0.01456651, -0.006919382, -0.01028858, -0.005887677, 0.01327852, -0.01545019, -0.009866869, -0.01137248, -0.005212371, -0.01379806, -0.008022679
169.317829, -0.01024382, 0.002198174, -0.01789169, -0.01168418, -0.003280935, 0.002764162, -0.001708894, 0.008972408, 0.02596314, 0.005083269, -0.002240689, 0.001677042, -0.006175064, -0.0151052, -0.004007894, -0.01181065, -0.0005389552, 0.02275704, -0.01067738, -0.002956565, -0.01420151, -0.004457677, -0.01540722, -0.00462532
169.36779, -0.009594986, 0.006180102, -0.01767715, -0.01150845, -0.00203682, 0.001883842, -0.009178626, 0.008064592, 0.02675758, 0.006761022, 0.002704448, 0.003683566, -0.006586686, -0.01940411, -0.003735292, -0.007772334, 0.002951127, 0.01675718, -0.01057617, -0.002157054, -0.01413589, -0.001329736, -0.0134414, -0.007657249
169.417751, -0.009638041, 0.006089375, -0.01414105, -0.01187593, -0.009698458, 0.005003677, -0.007395266, 0.003474287, 0.02090665, 0.002628272, -7.727344e-05, 0.004320112, 0.002472421, -0.01888688, -0.005991749, -0.0109516, 0.0001135842, 0.02608093, -0.01393114, -0.007800419, -0.01548531, -0.001030629, -0.01524704, -0.004930778
169.467712, -0.01528146, 0.006261693, -0.01570571, -0.01272453, -0.003444601, 0.0003377517, -0.007560375, 0.002471796, 0.02471681, 0.002477801, -0.003844243, 0.0005955264, -0.003335958, -0.01472467, -0.008999733, -0.01278193, 0.001483889, 0.03473785, -0.02046696, -0.00601212, -0.01766928, -0.003247547, -0.01753587, -0.01329235
169.517673, -0.008334883, 0.006385132, -0.01867442, -0.007954144, -0.005589997, -0.0007515589, -0.005798968, 0.004748455, 0.02279614, 0.0003428996, -0.004834868, -0.00306669, -0.003919617, -0.01511263, -0.003641892, -0.01090508, -0.00011607, 0.02652694, -0.0157344, -0.007213849, -0.01670806, 0.001007999, -0.01288573, -0.01320777
169.567634, -0.01751896, 0.005782338, -0.01165157, 0.005957718, 0.01119717, -0.002170533, -0.007813042, 0.005175384, 0.02304484, -0.003621758, 0.001792791, -0.003823471, -0.00327332, -0.01127245, -0.003112442, 0.001131298, -0.006099784, 0.02770707, -0.009844342, -3.886159e-05, -0.01171341, 0.0003337164, -0.009989134, -0.003316111
169.617595, -0.006106199, 0.01387355, -0.004182231, 0.0145337, 0.02185222, -0.001182451, -0.003700301, 0.01808152, 0.02653086, 0.002839473, 0.007554234, -0.007044512, 0.0006314621, -0.004971812, 0.008254826, 0.005171431, 0.006291977, 0.02783347, -0.01089827, -0.004801579, -0.006096045, -0.004569547, -0.01241235, 0.003862904
169.667556, -0.003667812, 0.008028423, -0.004644307, 0.02119805, 0.02708255, -0.0004908565, -0.001327863, 0.02362675, 0.03119126, -0.002588172, 0.01450346, -0.0007428053, -0.00545262, -0.01025781, 0.008556803, 0.004032501, 0.01732465, 0.0272148, -0.01111093, 0.003034967, -0.0008638471, 0.007011051, -0.009812469, 0.004168422
169.717517, -0.0115694, 0.008499723, -0.009123417, 0.01969455, 0.02380406, -0.003809699, 0.0008888487, 0.02662971, 0.01924272, -0.00431164, 0.01381232, -0.005000888, -0.004687173, -0.00840621, 0.007757913, 0.009683583, 0.01894488, 0.0283014, -0.004871672, 0.005343606, -0.004848375, -0.001252215, -0.01161097, 0.006986652
169.767478, -0.01237606, 0.006353776, -0.01022222, 0.02356139, 0.02736966, -0.002711237, -0.004706507, 0.02837633, 0.02431457, -0.001235934, 0.01823543, -0.009031989, -0.003236675, -0.004139367, 0.008588511, 0.01063605, 0.02675846, 0.03127366, -0.01279985, 0.003564535, 0.0006483425, -0.002416525, -0.0118289, 0.009436845
169.817439, -0.01269613, 0.003931056, -0.01102231, 0.02523608, 0.03074753, -0.00795744, -0.004194633, 0.02832133, 0.0220191, 0.00170101, 0.01371923, 0.00460133, -0.006967105, -0.009617534, 0.00997556, 0.003323825, 0.02367395, 0.0232483, -0.004453447, 0.001293817, -0.01276001, 0.0008520898, -0.009133152, 0.009616598
169.8674, -0.01532339, 0.005249096, -0.01000995, 0.03055841, 0.02412014, -0.00561531, -0.0007750492, 0.03178802, 0.01965073, -0.004955225, 0.02613494, -0.008912385, 0.007456976, -0.003528211, 0.009535937, 0.006641041, 0.028878, 0.01960861, -0.004239514, 0.00721854, -0.007022978, -0.003402462, -0.01335758, 0.007518139
169.917361, -0.0161166, 0.003743355, -0.01239341, 0.02401225, 0.02342579, -0.01000176, -0.008830634, 0.03367635, 0.0126151, -0.0121436, 0.01428285, -0.006414487, -0.001915707, -0.01111315, 0.0136543, 0.00443223, 0.03087245, 0.01716847, -0.007169276, 0.004073095, -0.008726874, -0.005363367, -0.01430636, 0.007779733
169.967322, -0.01423577, 0.0002445423, -0.01019013, 0.03093616, 0.02316585, -0.009797635, -0.004050957, 0.03350081, 0.01579059, -0.008998375, 0.01711808, -0.01453257, -5.684535e-05, -0.01199819, 0.01043615, 0.01359925, 0.02107264, 0.01539936, -0.005025531, 0.0004577944, -0.01044208, -0.001750631, -0.01121291, 0.008804845
170.017283, -0.01168607, 0.0003019779, -0.008349258, 0.02503922, 0.02483049, -0.006821852, -0.005592592, 0.03463331, 0.01706653, -0.008715034, 0.01325193, -0.00131107, 0.0006380876, -0.006149219, 0.00967115, 0.005919841, 0.02860557, 0.01614705, -0.008714482, -0.001298768, -0.001187988, -0.007811527, -0.01364747, 0.0109973
170.067244, -0.01225682, 0.001645707, -0.009350469, 0.0205441, 0.02871966, -0.006558493, -0.00964413, 0.03091902, 0.01492443, -0.00643105, 0.01358244, -0.01161695, -0.000845384, -0.009957289, 0.007083926, 0.008781634, 0.03249926, 0.02180815, -0.004462291, 0.003885994, -0.01311031, -0.001914398, -0.01130832, 0.01135552
170.117205, -0.01504797, -0.004661312, -0.009057675, 0.02622609, 0.02061482, -0.01051877, -0.007741335, 0.02535249, 0.008930814, -0.00563951, 0.008918275, -0.003092776, -0.005870009, -0.01083841, 0.01102252, 0.002730213, 0.0243045, 0.01760101, -0.003341354, 0.001587331, -0.01131357, -0.002770701, -0.004122813, 0.007477554
170.167166, -0.0168999, -0.007077908, -0.01409568, 0.01775157, 0.02478945, -0.0123866, -0.01083526, 0.028362, 0.0115103, -0.007124353, 0.01015502, -0.01604805, -0.004773796, -0.01026736, 0.009840056, 0.003031252, 0.02470941, 0.02180569, -0.003767632, 0.007109301, -0.00917194, -0.003541881, -0.01318428, 0.01311993
170.217127, -0.02101167, -0.00393719, -0.01035726, 0.02345109, 0.0196089, -0.01127895, -0.009016616, 0.02844056, 0.01012608, -0.007408689, 0.004489201, -0.008526432, -0.01017881, -0.009883856, 0.007071782, 0.004626394, 0.02328593, 0.02318457, -0.01137302, 0.005680093, -0.008377685, -0.006659166, -0.01093046, 0.007168709
170.267088, -0.01352197, -0.009008881, -0.01773566, 0.01725803, 0.02308278, -0.009547617, -0.007689665, 0.01966538, 0.01015408, -0.003911686, 0.007184537, -0.01725423, -0.009216741, -0.009522119, 0.008427192, 0.0008065766, 0.02586601, 0.0150869, -0.007664562, 0.004046852, -0.01027404, -0.00513395, -0.01127951, 0.01130443
